Total Nacional;Comunidades y Ciudades Autónomas;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
Total Nacional;17 Rioja, La;0-15 años;Españoles;Ambos sexos;2019;41.960
Total Nacional;17 Rioja, La;0-15 años;Españoles;Hombres;2021;20.868
Total Nacional;17 Rioja, La;0-15 años;Españoles;Hombres;2020;21.255
Total Nacional;17 Rioja, La;0-15 años;Españoles;Hombres;2019;21.517
Total Nacional;17 Rioja, La;0-15 años;Españoles;Mujeres;2021;19.687
Total Nacional;17 Rioja, La;0-15 años;Españoles;Mujeres;2020;20.162
Total Nacional;17 Rioja, La;0-15 años;Españoles;Mujeres;2019;20.443
Total Nacional;17 Rioja, La;0-15 años;Extranjeros;Ambos sexos;2021;7.889
Total Nacional;17 Rioja, La;0-15 años;Extranjeros;Ambos sexos;2020;7.709
Total Nacional;17 Rioja, La;0-15 años;Extranjeros;Ambos sexos;2019;7.188
Total Nacional;17 Rioja, La;0-15 años;Extranjeros;Hombres;2021;4.088
Total Nacional;17 Rioja, La;0-15 años;Extranjeros;Hombres;2020;4.014
Total Nacional;17 Rioja, La;0-15 años;Extranjeros;Hombres;2019;3.757
Total Nacional;17 Rioja, La;0-15 años;Extranjeros;Mujeres;2021;3.801
Total Nacional;17 Rioja, La;0-15 años;Extranjeros;Mujeres;2020;3.695
Total Nacional;17 Rioja, La;0-15 años;Extranjeros;Mujeres;2019;3.431
Total Nacional;17 Rioja, La;0-15 años;% Extranjeros;Ambos sexos;2021;16,28
Total Nacional;17 Rioja, La;0-15 años;% Extranjeros;Ambos sexos;2020;15,69
Total Nacional;17 Rioja, La;0-15 años;% Extranjeros;Ambos sexos;2019;14,63
Total Nacional;17 Rioja, La;0-15 años;% Extranjeros;Hombres;2021;16,38
Total Nacional;17 Rioja, La;0-15 años;% Extranjeros;Hombres;2020;15,89
Total Nacional;17 Rioja, La;0-15 años;% Extranjeros;Hombres;2019;14,87
Total Nacional;17 Rioja, La;0-15 años;% Extranjeros;Mujeres;2021;16,18
Total Nacional;17 Rioja, La;0-15 años;% Extranjeros;Mujeres;2020;15,49
Total Nacional;17 Rioja, La;0-15 años;% Extranjeros;Mujeres;2019;14,37
Total Nacional;17 Rioja, La;16-64 años;TOTAL;Ambos sexos;2021;203.516
Total Nacional;17 Rioja, La;16-64 años;TOTAL;Ambos sexos;2020;203.467
Total Nacional;17 Rioja, La;16-64 años;TOTAL;Ambos sexos;2019;201.401
Total Nacional;17 Rioja, La;16-64 años;TOTAL;Hombres;2021;102.692
Total Nacional;17 Rioja, La;16-64 años;TOTAL;Hombres;2020;102.640
Total Nacional;17 Rioja, La;16-64 años;TOTAL;Hombres;2019;101.518
Total Nacional;17 Rioja, La;16-64 años;TOTAL;Mujeres;2021;100.824
Total Nacional;17 Rioja, La;16-64 años;TOTAL;Mujeres;2020;100.827
Total Nacional;17 Rioja, La;16-64 años;TOTAL;Mujeres;2019;99.883
Total Nacional;17 Rioja, La;16-64 años;Españoles;Ambos sexos;2021;171.914
Total Nacional;17 Rioja, La;16-64 años;Españoles;Ambos sexos;2020;172.283
Total Nacional;17 Rioja, La;16-64 años;Españoles;Ambos sexos;2019;172.462
Total Nacional;17 Rioja, La;16-64 años;Españoles;Hombres;2021;87.004
Total Nacional;17 Rioja, La;16-64 años;Españoles;Hombres;2020;87.204
Total Nacional;17 Rioja, La;16-64 años;Españoles;Hombres;2019;87.288
Total Nacional;17 Rioja, La;16-64 años;Españoles;Mujeres;2021;84.910
Total Nacional;17 Rioja, La;16-64 años;Españoles;Mujeres;2020;85.079
Total Nacional;17 Rioja, La;16-64 años;Españoles;Mujeres;2019;85.174
Total Nacional;17 Rioja, La;16-64 años;Extranjeros;Ambos sexos;2021;31.602
Total Nacional;17 Rioja, La;16-64 años;Extranjeros;Ambos sexos;2020;31.184
Total Nacional;17 Rioja, La;16-64 años;Extranjeros;Ambos sexos;2019;28.939
Total Nacional;17 Rioja, La;16-64 años;Extranjeros;Hombres;2021;15.688
Total Nacional;17 Rioja, La;16-64 años;Extranjeros;Hombres;2020;15.436
Total Nacional;17 Rioja, La;16-64 años;Extranjeros;Hombres;2019;14.230
Total Nacional;17 Rioja, La;16-64 años;Extranjeros;Mujeres;2021;15.914
Total Nacional;17 Rioja, La;16-64 años;Extranjeros;Mujeres;2020;15.748
Total Nacional;17 Rioja, La;16-64 años;Extranjeros;Mujeres;2019;14.709
Total Nacional;17 Rioja, La;16-64 años;% Extranjeros;Ambos sexos;2021;15,53
Total Nacional;17 Rioja, La;16-64 años;% Extranjeros;Ambos sexos;2020;15,33
Total Nacional;17 Rioja, La;16-64 años;% Extranjeros;Ambos sexos;2019;14,37
Total Nacional;17 Rioja, La;16-64 años;% Extranjeros;Hombres;2021;15,28
Total Nacional;17 Rioja, La;16-64 años;% Extranjeros;Hombres;2020;15,04
Total Nacional;17 Rioja, La;16-64 años;% Extranjeros;Hombres;2019;14,02
Total Nacional;17 Rioja, La;16-64 años;% Extranjeros;Mujeres;2021;15,78
Total Nacional;17 Rioja, La;16-64 años;% Extranjeros;Mujeres;2020;15,62
Total Nacional;17 Rioja, La;16-64 años;% Extranjeros;Mujeres;2019;14,73
Total Nacional;17 Rioja, La;65 y más;TOTAL;Ambos sexos;2021;67.836
Total Nacional;17 Rioja, La;65 y más;TOTAL;Ambos sexos;2020;67.321
Total Nacional;17 Rioja, La;65 y más;TOTAL;Ambos sexos;2019;66.249
Total Nacional;17 Rioja, La;65 y más;TOTAL;Hombres;2021;30.175
Total Nacional;17 Rioja, La;65 y más;TOTAL;Hombres;2020;29.926
Total Nacional;17 Rioja, La;65 y más;TOTAL;Hombres;2019;29.387
Total Nacional;17 Rioja, La;65 y más;TOTAL;Mujeres;2021;37.661
Total Nacional;17 Rioja, La;65 y más;TOTAL;Mujeres;2020;37.395
Total Nacional;17 Rioja, La;65 y más;TOTAL;Mujeres;2019;36.862
Total Nacional;17 Rioja, La;65 y más;Españoles;Ambos sexos;2021;66.436
Total Nacional;17 Rioja, La;65 y más;Españoles;Ambos sexos;2020;66.004
Total Nacional;17 Rioja, La;65 y más;Españoles;Ambos sexos;2019;65.146
Total Nacional;17 Rioja, La;65 y más;Españoles;Hombres;2021;29.641
Total Nacional;17 Rioja, La;65 y más;Españoles;Hombres;2020;29.433
Total Nacional;17 Rioja, La;65 y más;Españoles;Hombres;2019;28.957
Total Nacional;17 Rioja, La;65 y más;Españoles;Mujeres;2021;36.795
Total Nacional;17 Rioja, La;65 y más;Españoles;Mujeres;2020;36.571
Total Nacional;17 Rioja, La;65 y más;Españoles;Mujeres;2019;36.189
Total Nacional;17 Rioja, La;65 y más;Extranjeros;Ambos sexos;2021;1.400
Total Nacional;17 Rioja, La;65 y más;Extranjeros;Ambos sexos;2020;1.317
Total Nacional;17 Rioja, La;65 y más;Extranjeros;Ambos sexos;2019;1.103
Total Nacional;17 Rioja, La;65 y más;Extranjeros;Hombres;2021;534
Total Nacional;17 Rioja, La;65 y más;Extranjeros;Hombres;2020;493
Total Nacional;17 Rioja, La;65 y más;Extranjeros;Hombres;2019;430
Total Nacional;17 Rioja, La;65 y más;Extranjeros;Mujeres;2021;866
Total Nacional;17 Rioja, La;65 y más;Extranjeros;Mujeres;2020;824
Total Nacional;17 Rioja, La;65 y más;Extranjeros;Mujeres;2019;673
Total Nacional;17 Rioja, La;65 y más;% Extranjeros;Ambos sexos;2021;2,06
Total Nacional;17 Rioja, La;65 y más;% Extranjeros;Ambos sexos;2020;1,96
Total Nacional;17 Rioja, La;65 y más;% Extranjeros;Ambos sexos;2019;1,66
Total Nacional;17 Rioja, La;65 y más;% Extranjeros;Hombres;2021;1,77
Total Nacional;17 Rioja, La;65 y más;% Extranjeros;Hombres;2020;1,65
Total Nacional;17 Rioja, La;65 y más;% Extranjeros;Hombres;2019;1,46
Total Nacional;17 Rioja, La;65 y más;% Extranjeros;Mujeres;2021;2,30
Total Nacional;17 Rioja, La;65 y más;% Extranjeros;Mujeres;2020;2,20
Total Nacional;17 Rioja, La;65 y más;% Extranjeros;Mujeres;2019;1,83
Total Nacional;18 Ceuta;TOTAL EDADES;TOTAL;Ambos sexos;2021;83.517
Total Nacional;18 Ceuta;TOTAL EDADES;TOTAL;Ambos sexos;2020;84.202
Total Nacional;18 Ceuta;TOTAL EDADES;TOTAL;Ambos sexos;2019;84.777
Total Nacional;18 Ceuta;TOTAL EDADES;TOTAL;Hombres;2021;42.208
Total Nacional;18 Ceuta;TOTAL EDADES;TOTAL;Hombres;2020;42.542
Total Nacional;18 Ceuta;TOTAL EDADES;TOTAL;Hombres;2019;42.912
Total Nacional;18 Ceuta;TOTAL EDADES;TOTAL;Mujeres;2021;41.309
Total Nacional;18 Ceuta;TOTAL EDADES;TOTAL;Mujeres;2020;41.660
Total Nacional;18 Ceuta;TOTAL EDADES;TOTAL;Mujeres;2019;41.865
Total Nacional;18 Ceuta;TOTAL EDADES;Españoles;Ambos sexos;2021;78.150
Total Nacional;18 Ceuta;TOTAL EDADES;Españoles;Ambos sexos;2020;78.497
Total Nacional;18 Ceuta;TOTAL EDADES;Españoles;Ambos sexos;2019;78.985
Total Nacional;18 Ceuta;TOTAL EDADES;Españoles;Hombres;2021;39.609
Total Nacional;18 Ceuta;TOTAL EDADES;Españoles;Hombres;2020;39.720
Total Nacional;18 Ceuta;TOTAL EDADES;Españoles;Hombres;2019;40.028
Total Nacional;18 Ceuta;TOTAL EDADES;Españoles;Mujeres;2021;38.541
Total Nacional;18 Ceuta;TOTAL EDADES;Españoles;Mujeres;2020;38.777
Total Nacional;18 Ceuta;TOTAL EDADES;Españoles;Mujeres;2019;38.957
Total Nacional;18 Ceuta;TOTAL EDADES;Extranjeros;Ambos sexos;2021;5.367
Total Nacional;18 Ceuta;TOTAL EDADES;Extranjeros;Ambos sexos;2020;5.705
Total Nacional;18 Ceuta;TOTAL EDADES;Extranjeros;Ambos sexos;2019;5.792
Total Nacional;18 Ceuta;TOTAL EDADES;Extranjeros;Hombres;2021;2.599
Total Nacional;18 Ceuta;TOTAL EDADES;Extranjeros;Hombres;2020;2.822
Total Nacional;18 Ceuta;TOTAL EDADES;Extranjeros;Hombres;2019;2.884
Total Nacional;18 Ceuta;TOTAL EDADES;Extranjeros;Mujeres;2021;2.768
Total Nacional;18 Ceuta;TOTAL EDADES;Extranjeros;Mujeres;2020;2.883
Total Nacional;18 Ceuta;TOTAL EDADES;Extranjeros;Mujeres;2019;2.908
Total Nacional;18 Ceuta;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;6,43
Total Nacional;18 Ceuta;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;6,78
Total Nacional;18 Ceuta;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;6,83
Total Nacional;18 Ceuta;TOTAL EDADES;% Extranjeros;Hombres;2021;6,16
Total Nacional;18 Ceuta;TOTAL EDADES;% Extranjeros;Hombres;2020;6,63
Total Nacional;18 Ceuta;TOTAL EDADES;% Extranjeros;Hombres;2019;6,72
Total Nacional;18 Ceuta;TOTAL EDADES;% Extranjeros;Mujeres;2021;6,70
Total Nacional;18 Ceuta;TOTAL EDADES;% Extranjeros;Mujeres;2020;6,92
Total Nacional;18 Ceuta;TOTAL EDADES;% Extranjeros;Mujeres;2019;6,95
Total Nacional;18 Ceuta;0-15 años;TOTAL;Ambos sexos;2021;17.307
Total Nacional;18 Ceuta;0-15 años;TOTAL;Ambos sexos;2020;18.044
Total Nacional;18 Ceuta;0-15 años;TOTAL;Ambos sexos;2019;18.544
Total Nacional;18 Ceuta;0-15 años;TOTAL;Hombres;2021;8.809
Total Nacional;18 Ceuta;0-15 años;TOTAL;Hombres;2020;9.204
Total Nacional;18 Ceuta;0-15 años;TOTAL;Hombres;2019;9.484
Total Nacional;18 Ceuta;0-15 años;TOTAL;Mujeres;2021;8.498
Total Nacional;18 Ceuta;0-15 años;TOTAL;Mujeres;2020;8.840
Total Nacional;18 Ceuta;0-15 años;TOTAL;Mujeres;2019;9.060
Total Nacional;18 Ceuta;0-15 años;Españoles;Ambos sexos;2021;16.580
Total Nacional;18 Ceuta;0-15 años;Españoles;Ambos sexos;2020;17.207
Total Nacional;18 Ceuta;0-15 años;Españoles;Ambos sexos;2019;17.588
Total Nacional;18 Ceuta;0-15 años;Españoles;Hombres;2021;8.428
Total Nacional;18 Ceuta;0-15 años;Españoles;Hombres;2020;8.762
Total Nacional;18 Ceuta;0-15 años;Españoles;Hombres;2019;8.974
Total Nacional;18 Ceuta;0-15 años;Españoles;Mujeres;2021;8.152
Total Nacional;18 Ceuta;0-15 años;Españoles;Mujeres;2020;8.445
Total Nacional;18 Ceuta;0-15 años;Españoles;Mujeres;2019;8.614
Total Nacional;18 Ceuta;0-15 años;Extranjeros;Ambos sexos;2021;727
Total Nacional;18 Ceuta;0-15 años;Extranjeros;Ambos sexos;2020;837
Total Nacional;18 Ceuta;0-15 años;Extranjeros;Ambos sexos;2019;956
Total Nacional;18 Ceuta;0-15 años;Extranjeros;Hombres;2021;381
Total Nacional;18 Ceuta;0-15 años;Extranjeros;Hombres;2020;442
Total Nacional;18 Ceuta;0-15 años;Extranjeros;Hombres;2019;510
Total Nacional;18 Ceuta;0-15 años;Extranjeros;Mujeres;2021;346
Total Nacional;18 Ceuta;0-15 años;Extranjeros;Mujeres;2020;395
Total Nacional;18 Ceuta;0-15 años;Extranjeros;Mujeres;2019;446
Total Nacional;18 Ceuta;0-15 años;% Extranjeros;Ambos sexos;2021;4,20
Total Nacional;18 Ceuta;0-15 años;% Extranjeros;Ambos sexos;2020;4,64
Total Nacional;18 Ceuta;0-15 años;% Extranjeros;Ambos sexos;2019;5,16
Total Nacional;18 Ceuta;0-15 años;% Extranjeros;Hombres;2021;4,33
Total Nacional;18 Ceuta;0-15 años;% Extranjeros;Hombres;2020;4,80
Total Nacional;18 Ceuta;0-15 años;% Extranjeros;Hombres;2019;5,38
Total Nacional;18 Ceuta;0-15 años;% Extranjeros;Mujeres;2021;4,07
Total Nacional;18 Ceuta;0-15 años;% Extranjeros;Mujeres;2020;4,47
Total Nacional;18 Ceuta;0-15 años;% Extranjeros;Mujeres;2019;4,92
Total Nacional;18 Ceuta;16-64 años;TOTAL;Ambos sexos;2021;55.898
Total Nacional;18 Ceuta;16-64 años;TOTAL;Ambos sexos;2020;56.014
Total Nacional;18 Ceuta;16-64 años;TOTAL;Ambos sexos;2019;56.304
Total Nacional;18 Ceuta;16-64 años;TOTAL;Hombres;2021;28.753
Total Nacional;18 Ceuta;16-64 años;TOTAL;Hombres;2020;28.807
Total Nacional;18 Ceuta;16-64 años;TOTAL;Hombres;2019;29.023
Total Nacional;18 Ceuta;16-64 años;TOTAL;Mujeres;2021;27.145
Total Nacional;18 Ceuta;16-64 años;TOTAL;Mujeres;2020;27.207
Total Nacional;18 Ceuta;16-64 años;TOTAL;Mujeres;2019;27.281
Total Nacional;18 Ceuta;16-64 años;Españoles;Ambos sexos;2021;51.573
Total Nacional;18 Ceuta;16-64 años;Españoles;Ambos sexos;2020;51.468
Total Nacional;18 Ceuta;16-64 años;Españoles;Ambos sexos;2019;51.779
Total Nacional;18 Ceuta;16-64 años;Españoles;Hombres;2021;26.687
Total Nacional;18 Ceuta;16-64 años;Españoles;Hombres;2020;26.585
Total Nacional;18 Ceuta;16-64 años;Españoles;Hombres;2019;26.807
Total Nacional;18 Ceuta;16-64 años;Españoles;Mujeres;2021;24.886
Total Nacional;18 Ceuta;16-64 años;Españoles;Mujeres;2020;24.883
Total Nacional;18 Ceuta;16-64 años;Españoles;Mujeres;2019;24.972
Total Nacional;18 Ceuta;16-64 años;Extranjeros;Ambos sexos;2021;4.325
Total Nacional;18 Ceuta;16-64 años;Extranjeros;Ambos sexos;2020;4.546
Total Nacional;18 Ceuta;16-64 años;Extranjeros;Ambos sexos;2019;4.525
Total Nacional;18 Ceuta;16-64 años;Extranjeros;Hombres;2021;2.066
Total Nacional;18 Ceuta;16-64 años;Extranjeros;Hombres;2020;2.222
Total Nacional;18 Ceuta;16-64 años;Extranjeros;Hombres;2019;2.216
Total Nacional;18 Ceuta;16-64 años;Extranjeros;Mujeres;2021;2.259
Total Nacional;18 Ceuta;16-64 años;Extranjeros;Mujeres;2020;2.324
Total Nacional;18 Ceuta;16-64 años;Extranjeros;Mujeres;2019;2.309
Total Nacional;18 Ceuta;16-64 años;% Extranjeros;Ambos sexos;2021;7,74
Total Nacional;18 Ceuta;16-64 años;% Extranjeros;Ambos sexos;2020;8,12
Total Nacional;18 Ceuta;16-64 años;% Extranjeros;Ambos sexos;2019;8,04
Total Nacional;18 Ceuta;16-64 años;% Extranjeros;Hombres;2021;7,19
Total Nacional;18 Ceuta;16-64 años;% Extranjeros;Hombres;2020;7,71
Total Nacional;18 Ceuta;16-64 años;% Extranjeros;Hombres;2019;7,64
Total Nacional;18 Ceuta;16-64 años;% Extranjeros;Mujeres;2021;8,32
Total Nacional;18 Ceuta;16-64 años;% Extranjeros;Mujeres;2020;8,54
Total Nacional;18 Ceuta;16-64 años;% Extranjeros;Mujeres;2019;8,46
Total Nacional;18 Ceuta;65 y más;TOTAL;Ambos sexos;2021;10.312
Total Nacional;18 Ceuta;65 y más;TOTAL;Ambos sexos;2020;10.144
Total Nacional;18 Ceuta;65 y más;TOTAL;Ambos sexos;2019;9.929
Total Nacional;18 Ceuta;65 y más;TOTAL;Hombres;2021;4.646
Total Nacional;18 Ceuta;65 y más;TOTAL;Hombres;2020;4.531
Total Nacional;18 Ceuta;65 y más;TOTAL;Hombres;2019;4.405
Total Nacional;18 Ceuta;65 y más;TOTAL;Mujeres;2021;5.666
Total Nacional;18 Ceuta;65 y más;TOTAL;Mujeres;2020;5.613
Total Nacional;18 Ceuta;65 y más;TOTAL;Mujeres;2019;5.524
Total Nacional;18 Ceuta;65 y más;Españoles;Ambos sexos;2021;9.997
Total Nacional;18 Ceuta;65 y más;Españoles;Ambos sexos;2020;9.822
Total Nacional;18 Ceuta;65 y más;Españoles;Ambos sexos;2019;9.618
Total Nacional;18 Ceuta;65 y más;Españoles;Hombres;2021;4.494
Total Nacional;18 Ceuta;65 y más;Españoles;Hombres;2020;4.373
Total Nacional;18 Ceuta;65 y más;Españoles;Hombres;2019;4.247
Total Nacional;18 Ceuta;65 y más;Españoles;Mujeres;2021;5.503
Total Nacional;18 Ceuta;65 y más;Españoles;Mujeres;2020;5.449
Total Nacional;18 Ceuta;65 y más;Españoles;Mujeres;2019;5.371
Total Nacional;18 Ceuta;65 y más;Extranjeros;Ambos sexos;2021;315
Total Nacional;18 Ceuta;65 y más;Extranjeros;Ambos sexos;2020;322
Total Nacional;18 Ceuta;65 y más;Extranjeros;Ambos sexos;2019;311
Total Nacional;18 Ceuta;65 y más;Extranjeros;Hombres;2021;152
Total Nacional;18 Ceuta;65 y más;Extranjeros;Hombres;2020;158
Total Nacional;18 Ceuta;65 y más;Extranjeros;Hombres;2019;158
Total Nacional;18 Ceuta;65 y más;Extranjeros;Mujeres;2021;163
Total Nacional;18 Ceuta;65 y más;Extranjeros;Mujeres;2020;164
Total Nacional;18 Ceuta;65 y más;Extranjeros;Mujeres;2019;153
Total Nacional;18 Ceuta;65 y más;% Extranjeros;Ambos sexos;2021;3,05
Total Nacional;18 Ceuta;65 y más;% Extranjeros;Ambos sexos;2020;3,17
Total Nacional;18 Ceuta;65 y más;% Extranjeros;Ambos sexos;2019;3,13
Total Nacional;18 Ceuta;65 y más;% Extranjeros;Hombres;2021;3,27
Total Nacional;18 Ceuta;65 y más;% Extranjeros;Hombres;2020;3,49
Total Nacional;18 Ceuta;65 y más;% Extranjeros;Hombres;2019;3,59
Total Nacional;18 Ceuta;65 y más;% Extranjeros;Mujeres;2021;2,88
Total Nacional;18 Ceuta;65 y más;% Extranjeros;Mujeres;2020;2,92
Total Nacional;18 Ceuta;65 y más;% Extranjeros;Mujeres;2019;2,77
Total Nacional;19 Melilla;TOTAL EDADES;TOTAL;Ambos sexos;2021;86.261
Total Nacional;19 Melilla;TOTAL EDADES;TOTAL;Ambos sexos;2020;87.076
Total Nacional;19 Melilla;TOTAL EDADES;TOTAL;Ambos sexos;2019;86.487
Total Nacional;19 Melilla;TOTAL EDADES;TOTAL;Hombres;2021;43.603
Total Nacional;19 Melilla;TOTAL EDADES;TOTAL;Hombres;2020;44.162
Total Nacional;19 Melilla;TOTAL EDADES;TOTAL;Hombres;2019;43.894
Total Nacional;19 Melilla;TOTAL EDADES;TOTAL;Mujeres;2021;42.658
Total Nacional;19 Melilla;TOTAL EDADES;TOTAL;Mujeres;2020;42.914
Total Nacional;19 Melilla;TOTAL EDADES;TOTAL;Mujeres;2019;42.593
Total Nacional;19 Melilla;TOTAL EDADES;Españoles;Ambos sexos;2021;73.650
Total Nacional;19 Melilla;TOTAL EDADES;Españoles;Ambos sexos;2020;73.713
Total Nacional;19 Melilla;TOTAL EDADES;Españoles;Ambos sexos;2019;73.221
Total Nacional;19 Melilla;TOTAL EDADES;Españoles;Hombres;2021;37.454
Total Nacional;19 Melilla;TOTAL EDADES;Españoles;Hombres;2020;37.534
Total Nacional;19 Melilla;TOTAL EDADES;Españoles;Hombres;2019;37.319
Total Nacional;19 Melilla;TOTAL EDADES;Españoles;Mujeres;2021;36.196
Total Nacional;19 Melilla;TOTAL EDADES;Españoles;Mujeres;2020;36.179
Total Nacional;19 Melilla;TOTAL EDADES;Españoles;Mujeres;2019;35.902
Total Nacional;19 Melilla;TOTAL EDADES;Extranjeros;Ambos sexos;2021;12.611
Total Nacional;19 Melilla;TOTAL EDADES;Extranjeros;Ambos sexos;2020;13.363
Total Nacional;19 Melilla;TOTAL EDADES;Extranjeros;Ambos sexos;2019;13.266
Total Nacional;19 Melilla;TOTAL EDADES;Extranjeros;Hombres;2021;6.149
Total Nacional;19 Melilla;TOTAL EDADES;Extranjeros;Hombres;2020;6.628
Total Nacional;19 Melilla;TOTAL EDADES;Extranjeros;Hombres;2019;6.575
Total Nacional;19 Melilla;TOTAL EDADES;Extranjeros;Mujeres;2021;6.462
Total Nacional;19 Melilla;TOTAL EDADES;Extranjeros;Mujeres;2020;6.735
Total Nacional;19 Melilla;TOTAL EDADES;Extranjeros;Mujeres;2019;6.691
Total Nacional;19 Melilla;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;14,62
Total Nacional;19 Melilla;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;15,35
Total Nacional;19 Melilla;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;15,34
Total Nacional;19 Melilla;TOTAL EDADES;% Extranjeros;Hombres;2021;14,10
Total Nacional;19 Melilla;TOTAL EDADES;% Extranjeros;Hombres;2020;15,01
Total Nacional;19 Melilla;TOTAL EDADES;% Extranjeros;Hombres;2019;14,98
Total Nacional;19 Melilla;TOTAL EDADES;% Extranjeros;Mujeres;2021;15,15
Total Nacional;19 Melilla;TOTAL EDADES;% Extranjeros;Mujeres;2020;15,69
Total Nacional;19 Melilla;TOTAL EDADES;% Extranjeros;Mujeres;2019;15,71
Total Nacional;19 Melilla;0-15 años;TOTAL;Ambos sexos;2021;20.395
Total Nacional;19 Melilla;0-15 años;TOTAL;Ambos sexos;2020;20.898
Total Nacional;19 Melilla;0-15 años;TOTAL;Ambos sexos;2019;20.926
Total Nacional;19 Melilla;0-15 años;TOTAL;Hombres;2021;10.438
Total Nacional;19 Melilla;0-15 años;TOTAL;Hombres;2020;10.718
Total Nacional;19 Melilla;0-15 años;TOTAL;Hombres;2019;10.756
Total Nacional;19 Melilla;0-15 años;TOTAL;Mujeres;2021;9.957
Total Nacional;19 Melilla;0-15 años;TOTAL;Mujeres;2020;10.180
Total Nacional;19 Melilla;0-15 años;TOTAL;Mujeres;2019;10.170
Total Nacional;19 Melilla;0-15 años;Españoles;Ambos sexos;2021;17.699
Total Nacional;19 Melilla;0-15 años;Españoles;Ambos sexos;2020;17.806
Total Nacional;19 Melilla;0-15 años;Españoles;Ambos sexos;2019;17.802
Total Nacional;19 Melilla;0-15 años;Españoles;Hombres;2021;9.033
Total Nacional;19 Melilla;0-15 años;Españoles;Hombres;2020;9.090
Total Nacional;19 Melilla;0-15 años;Españoles;Hombres;2019;9.100
Total Nacional;19 Melilla;0-15 años;Españoles;Mujeres;2021;8.666
Total Nacional;19 Melilla;0-15 años;Españoles;Mujeres;2020;8.716
Total Nacional;19 Melilla;0-15 años;Españoles;Mujeres;2019;8.702
Total Nacional;19 Melilla;0-15 años;Extranjeros;Ambos sexos;2021;2.696
Total Nacional;19 Melilla;0-15 años;Extranjeros;Ambos sexos;2020;3.092
Total Nacional;19 Melilla;0-15 años;Extranjeros;Ambos sexos;2019;3.124
Total Nacional;19 Melilla;0-15 años;Extranjeros;Hombres;2021;1.405
Total Nacional;19 Melilla;0-15 años;Extranjeros;Hombres;2020;1.628
Total Nacional;19 Melilla;0-15 años;Extranjeros;Hombres;2019;1.656
Total Nacional;19 Melilla;0-15 años;Extranjeros;Mujeres;2021;1.291
